1 0.956707 -0.989474 9.45714 227.33
1.03 0.991646 -0.996195 2.11448 33.0474
1.06 0.997057 -0.99688 0.611751 3.1592
1.09 0.998494 -0.99707 0.230009 0.0653746
1.12 0.99385 -0.995293 1.27043 12.4935
1.15 0.990912 -0.993683 1.85458 21.7182
1.18 0.996159 -0.994041 0.570636 1.29952
1.21 0.99039 -0.991878 1.71148 15.3928
1.24 0.993506 -0.992136 1.13538 5.02173
1.27 0.886644 -0.972494 12.7464 442.879
1.3 0.609964 -0.930884 24.4585 1063.65
1.33 0.980748 -0.985315 2.99237 38.8252
1.36 0.806658 -0.959692 15.8141 743.108
1.39 0.987465 -0.983197 1.43303 7.37498
1.42 0.892227 -0.964771 10.316 324.511
1.45 0.973075 -0.974803 3.45356 43.8516
1.48 0.983433 -0.976036 1.46991 5.85017
1.51 0.981941 -0.972367 1.74498 4.67061
1.54 0.972086 -0.968331 2.80339 31.1039
1.57 0.960875 -0.962594 4.08281 49.2391
1.6 0.971351 -0.96161 2.42297 16.4423
1.63 0.973243 -0.957705 2.25567 5.59951
1.66 0.972281 -0.95385 1.86059 1.48155
1.69 0.96893 -0.947982 1.95932 1.29973
1.72 0.965914 -0.94463 1.97876 2.14361
1.75 0.952136 -0.936771 3.59934 16.6923
1.78 0.943451 -0.928952 4.56234 26.4128
1.81 0.928154 -0.920567 4.95152 53.6576
1.84 0.859229 -0.902281 8.25928 207.014
1.87 0.935324 -0.906744 3.49828 7.52072
1.9 0.928336 -0.901039 4.13639 15.2739
1.93 0.919193 -0.892753 4.29297 19.5939
1.96 0.913986 -0.883129 4.62303 19.9442
1.99 0.91473 -0.875719 4.24293 4.97625
2.02 0.903542 -0.866676 4.51849 7.23461
2.05 0.897342 -0.856667 4.11787 5.14331
2.08 0.868045 -0.838136 5.74077 29.9513
2.11 0.862141 -0.823252 5.03434 7.14431
2.14 0.838086 -0.806785 6.28249 13.9041
2.17 0.811202 -0.78966 7.48134 22.7695
2.2 0.780141 -0.770404 7.34884 28.1783
2.23 0.669098 -0.730626 9.89835 102.999
2.26 0.585456 -0.712771 9.36958 217.512
2.29 0.00637188 -0.702621 8.61263 804.081
2.32 0.473746 -0.67093 9.34178 245.002
2.35 0.55346 -0.665637 9.01795 121.958
2.38 0.0900317 -0.628454 8.21809 420.765
2.41 0.121932 -0.613787 7.6291 364.501
2.44 0.124286 -0.587433 5.50998 258.848
2.47 0.0946848 -0.570005 5.32285 232.319
2.5 0.091746 -0.560417 5.1967 174.033
2.53 0.019932 -0.539628 4.52454 128.78
2.56 0.0764762 -0.526912 3.91544 101.055
2.59 0.0900227 -0.521007 4.28531 108.864
2.62 0.034195 -0.505556 3.47184 65.1145
2.65 0.0186848 -0.506299 3.32948 110.035
2.68 0.0586848 -0.488358 3.35772 72.4185
2.71 0.0176599 -0.484118 2.98104 67.6426
2.74 0.020449 -0.473433 3.22042 73.1778
2.77 0.0340454 -0.458463 2.95108 54.0545
2.8 0.0176735 -0.455728 2.8877 51.4059
2.83 0.0251837 -0.446281 2.65838 41.2488
2.86 0.000825397 -0.443633 2.4472 41.9318
2.89 0.0138549 -0.430794 2.4004 34.9758
2.92 0.00044898 -0.420639 2.18637 24.7239
2.95 0.000816327 -0.421433 2.30958 35.4224
2.98 0.0251474 -0.41298 2.1184 28.7657
3.01 0.0179184 -0.404467 2.01427 25.7367
3.04 0.000290249 -0.397805 1.90199 17.8961
3.07 0.024381 -0.398254 1.9536 20.4621
3.1 0.0163084 -0.390703 2.13198 22.3702
3.13 0.01122 -0.387619 1.91114 24.8254
3.16 0.00435828 -0.379043 1.70983 18.8105
3.19 0.0108163 -0.375968 1.67407 16.839
3.22 0.0153379 -0.367751 1.78403 16.6262
3.25 0.000598639 -0.363029 1.73952 14.502
3.28 0.00727438 -0.365125 1.58391 16.3181
3.31 0.0132925 -0.353488 1.5099 13.3234
3.34 0.00988662 -0.351973 1.42978 13.6189
3.37 0.0105125 -0.348544 1.44182 12.5622
3.4 0.00142857 -0.341705 1.35291 10.1453
3.43 0.00756916 -0.339438 1.42478 11.4516
3.46 0.00279365 -0.33902 1.24602 11.465
3.49 0.00948753 -0.32927 1.35924 11.454
3.52 0.0129252 -0.329478 1.43354 9.86643
3.55 0.000875283 -0.325551 1.29685 10.1267
3.58 0.00937415 -0.319429 1.20283 10.1627
3.61 0.00874376 -0.319215 1.16738 9.62083
3.64 0.0171202 -0.311646 1.13183 8.41909
3.67 0.00772336 -0.308345 1.19171 8.41475
3.7 0.00470295 -0.30517 1.11116 7.83583
3.73 0.00409524 -0.30434 1.00345 7.68143
3.76 0.00359184 -0.298789 1.08879 7.32214
3.79 0.00391383 -0.297732 1.10598 6.91777
3.82 0.00213152 -0.293501 0.974205 6.83856
3.85 0.00828118 -0.289624 1.00502 6.39149
3.88 0.00750113 -0.289991 1.00948 6.03126
3.91 0.000566893 -0.287243 1.014 6.21244
3.94 0.00292517 -0.282621 0.910722 6.166
3.97 0.00403175 -0.280667 0.886815 5.49115
